County,Data Generation Date,OSHPD Project Status,Total Costs of OSHPD Projects,Number of OSHPD Projects,Collection of Counties
25 - Modoc,12/31/2013,Pending Construction,$12500.00,1,
25 - Modoc,12/31/2013,In Construction,$0.00,0,
25 - Modoc,12/31/2013,In Closure,$0.00,0,
26 - Mono,12/31/2013,In Review,$190794.00,2,
26 - Mono,12/31/2013,Pending Construction,$0.00,0,
26 - Mono,12/31/2013,In Construction,$22398.00,4,
26 - Mono,12/31/2013,In Closure,$0.00,0,
27 - Monterey,12/31/2013,In Review,$1941290.00,8,
27 - Monterey,12/31/2013,Pending Construction,$1415076.00,10,
27 - Monterey,12/31/2013,In Construction,$39687945.00,17,
27 - Monterey,12/31/2013,In Closure,$2260877.87,14,
28 - Napa,12/31/2013,In Review,$1423950.00,6,Bay Area Counties
28 - Napa,12/31/2013,Pending Construction,$669298.00,7,Bay Area Counties
28 - Napa,12/31/2013,In Construction,$33992820.00,10,Bay Area Counties
28 - Napa,12/31/2013,In Closure,$49625166.00,21,Bay Area Counties
29 - Nevada,12/31/2013,In Review,$15361431.00,6,
29 - Nevada,12/31/2013,Pending Construction,$3935181.00,5,
29 - Nevada,12/31/2013,In Construction,$30355494.00,21,
29 - Nevada,12/31/2013,In Closure,$0.00,0,
30 - Orange,12/31/2013,In Review,$47271649.33,91,Greater Los Angeles Counties
30 - Orange,12/31/2013,Pending Construction,$21060267.33,60,Greater Los Angeles Counties
30 - Orange,12/31/2013,In Construction,$216805170.01,142,Greater Los Angeles Counties
30 - Orange,12/31/2013,In Closure,$337505305.68,222,Greater Los Angeles Counties
31 - Placer,12/31/2013,In Review,$10959929.00,13,Greater Sacramento Counties
31 - Placer,12/31/2013,Pending Construction,$796000.00,7,Greater Sacramento Counties
31 - Placer,12/31/2013,In Construction,$16748799.00,16,Greater Sacramento Counties
31 - Placer,12/31/2013,In Closure,$123056649.00,15,Greater Sacramento Counties
32 - Plumas,12/31/2013,In Review,$40000.00,1,
32 - Plumas,12/31/2013,Pending Construction,$83000.00,2,
32 - Plumas,12/31/2013,In Construction,$85900.00,2,
32 - Plumas,12/31/2013,In Closure,$0.00,0,
33 - Riverside,12/31/2013,In Review,$252881598.72,67,
33 - Riverside,12/31/2013,Pending Construction,$144714788.00,70,
33 - Riverside,12/31/2013,In Construction,$144083499.63,125,
33 - Riverside,12/31/2013,In Closure,$48882016.00,114,
34 - Sacramento,12/31/2013,In Review,$55060423.00,46,Greater Sacramento Counties
34 - Sacramento,12/31/2013,Pending Construction,$93151278.19,38,Greater Sacramento Counties
34 - Sacramento,12/31/2013,In Construction,$264541223.54,122,Greater Sacramento Counties
34 - Sacramento,12/31/2013,In Closure,$113459307.50,52,Greater Sacramento Counties
35 - San Benito,12/31/2013,In Review,$164000.00,1,
35 - San Benito,12/31/2013,Pending Construction,$0.00,0,
35 - San Benito,12/31/2013,In Construction,$14231955.00,4,
35 - San Benito,12/31/2013,In Closure,$252000.00,2,
36 - San Bernardino,12/31/2013,In Review,$89968537.53,51,
36 - San Bernardino,12/31/2013,Pending Construction,$131547087.78,50,
36 - San Bernardino,12/31/2013,In Construction,$202269270.25,118,
36 - San Bernardino,12/31/2013,In Closure,$11973307.00,70,
37 - San Diego,12/31/2013,In Review,$380882207.10,129,
37 - San Diego,12/31/2013,Pending Construction,$297558570.56,109,
37 - San Diego,12/31/2013,In Construction,$704973624.75,216,
37 - San Diego,12/31/2013,In Closure,$429454107.22,244,
38 - San Francisco,12/31/2013,In Review,$1250913582.31,71,Bay Area Counties
38 - San Francisco,12/31/2013,Pending Construction,$357041076.39,66,Bay Area Counties
38 - San Francisco,12/31/2013,In Construction,$1172262192.14,120,Bay Area Counties
38 - San Francisco,12/31/2013,In Closure,$446651371.49,103,Bay Area Counties
39 - San Joaquin,12/31/2013,In Review,$5220309.80,22,
39 - San Joaquin,12/31/2013,Pending Construction,$92053972.00,34,
39 - San Joaquin,12/31/2013,In Construction,$24799644.58,47,
39 - San Joaquin,12/31/2013,In Closure,$18644987.54,18,
40 - San Luis Obispo,12/31/2013,In Review,$2986415.00,13,
40 - San Luis Obispo,12/31/2013,Pending Construction,$344000.00,9,
40 - San Luis Obispo,12/31/2013,In Construction,$6644961.10,18,
40 - San Luis Obispo,12/31/2013,In Closure,$9160653.02,26,
41 - San Mateo,12/31/2013,In Review,$74615192.52,30,Bay Area Counties
41 - San Mateo,12/31/2013,Pending Construction,$35860717.46,22,Bay Area Counties
41 - San Mateo,12/31/2013,In Construction,$334867100.78,69,Bay Area Counties
41 - San Mateo,12/31/2013,In Closure,$84534449.56,45,Bay Area Counties
42 - Santa Barbara,12/31/2013,In Review,$10326347.00,17,
42 - Santa Barbara,12/31/2013,Pending Construction,$76647444.40,18,
42 - Santa Barbara,12/31/2013,In Construction,$301747447.64,43,
42 - Santa Barbara,12/31/2013,In Closure,$95186213.45,21,
43 - Santa Clara,12/31/2013,In Review,$724372439.25,86,Bay Area Counties
43 - Santa Clara,12/31/2013,Pending Construction,$15996221.00,69,Bay Area Counties
43 - Santa Clara,12/31/2013,In Construction,$972841325.39,147,Bay Area Counties
43 - Santa Clara,12/31/2013,In Closure,$95549788.24,134,Bay Area Counties
44 - Santa Cruz,12/31/2013,In Review,$11340229.00,8,
44 - Santa Cruz,12/31/2013,Pending Construction,$276407.50,7,
44 - Santa Cruz,12/31/2013,In Construction,$3356091.99,17,
44 - Santa Cruz,12/31/2013,In Closure,$8456384.81,14,
45 - Shasta,12/31/2013,In Review,$23322545.00,11,
45 - Shasta,12/31/2013,Pending Construction,$2012287.00,18,
45 - Shasta,12/31/2013,In Construction,$6654618.81,20,
45 - Shasta,12/31/2013,In Closure,$9025286.00,5,
46 - Sierra,12/31/2013,In Review,$0.00,0,
46 - Sierra,12/31/2013,Pending Construction,$0.00,0,
46 - Sierra,12/31/2013,In Construction,$0.00,0,
46 - Sierra,12/31/2013,In Closure,$0.00,0,
47 - Siskiyou,12/31/2013,In Review,$10000.00,1,
47 - Siskiyou,12/31/2013,Pending Construction,$726700.00,3,
47 - Siskiyou,12/31/2013,In Construction,$1090562.07,7,
47 - Siskiyou,12/31/2013,In Closure,$60000.00,2,
48 - Solano,12/31/2013,In Review,$64960204.00,15,Bay Area Counties
48 - Solano,12/31/2013,Pending Construction,$10489845.00,12,Bay Area Counties
48 - Solano,12/31/2013,In Construction,$40910706.13,24,Bay Area Counties
48 - Solano,12/31/2013,In Closure,$33914409.00,24,Bay Area Counties
49 - Sonoma,12/31/2013,In Review,$25384134.60,16,Bay Area Counties
49 - Sonoma,12/31/2013,Pending Construction,$2442744.00,18,Bay Area Counties
49 - Sonoma,12/31/2013,In Construction,$119693155.30,41,Bay Area Counties
49 - Sonoma,12/31/2013,In Closure,$36919462.16,23,Bay Area Counties
50 - Stanislaus,12/31/2013,In Review,$24613562.00,21,
50 - Stanislaus,12/31/2013,Pending Construction,$4068535.00,23,
50 - Stanislaus,12/31/2013,In Construction,$14944148.22,37,
50 - Stanislaus,12/31/2013,In Closure,$80810498.20,33,
51 - Sutter,12/31/2013,In Review,$12654000.00,2,
51 - Sutter,12/31/2013,Pending Construction,$81183.00,4,
51 - Sutter,12/31/2013,In Construction,$0.00,0,
51 - Sutter,12/31/2013,In Closure,$24350.00,2,
52 - Tehama,12/31/2013,In Review,$350000.00,1,
52 - Tehama,12/31/2013,Pending Construction,$424200.00,7,
52 - Tehama,12/31/2013,In Construction,$1809800.00,4,
52 - Tehama,12/31/2013,In Closure,$0.00,0,
53 - Trinity,12/31/2013,In Review,$58200.00,3,
53 - Trinity,12/31/2013,Pending Construction,$13200.00,2,
53 - Trinity,12/31/2013,In Construction,$423172.00,1,
53 - Trinity,12/31/2013,In Closure,$0.00,0,
54 - Tulare,12/31/2013,In Review,$34747400.00,18,
54 - Tulare,12/31/2013,Pending Construction,$2617766.29,10,
54 - Tulare,12/31/2013,In Construction,$83461587.00,9,
54 - Tulare,12/31/2013,In Closure,$5839594.28,17,
55 - Tuolumne,12/31/2013,In Review,$125500.00,2,
55 - Tuolumne,12/31/2013,Pending Construction,$812100.00,4,
55 - Tuolumne,12/31/2013,In Construction,$749000.00,6,
55 - Tuolumne,12/31/2013,In Closure,$839679.03,10,
56 - Ventura,12/31/2013,In Review,$216370512.90,51,Greater Los Angeles Counties
56 - Ventura,12/31/2013,Pending Construction,$29326068.11,40,Greater Los Angeles Counties
56 - Ventura,12/31/2013,In Construction,$393931621.00,68,Greater Los Angeles Counties
56 - Ventura,12/31/2013,In Closure,$30444168.00,55,Greater Los Angeles Counties
57 - Yolo,12/31/2013,In Review,$2506382.00,6,Greater Sacramento Counties
57 - Yolo,12/31/2013,Pending Construction,$584000.00,3,Greater Sacramento Counties
57 - Yolo,12/31/2013,In Construction,$695857.00,8,Greater Sacramento Counties
57 - Yolo,12/31/2013,In Closure,$1321526.00,4,Greater Sacramento Counties
58 - Yuba,12/31/2013,In Review,$31571706.50,3,
58 - Yuba,12/31/2013,Pending Construction,$31557206.50,3,
58 - Yuba,12/31/2013,In Construction,$68363126.00,5,
58 - Yuba,12/31/2013,In Closure,$846675.00,5,
01 - Alameda,1/21/2014,In Review,$24790727.00,38,Bay Area Counties
01 - Alameda,1/21/2014,Pending Construction,$330301786.00,129,Bay Area Counties
01 - Alameda,1/21/2014,In Construction,$1567694755.00,192,Bay Area Counties
01 - Alameda,1/21/2014,In Closure,$63748710.00,59,Bay Area Counties
02 - Alpine,1/21/2014,In Review,$0.00,0,
02 - Alpine,1/21/2014,Pending Construction,$0.00,0,
02 - Alpine,1/21/2014,In Construction,$0.00,0,
02 - Alpine,1/21/2014,In Closure,$0.00,0,
03 - Amador,1/21/2014,In Review,$1293951.00,1,
03 - Amador,1/21/2014,Pending Construction,$316858.00,1,
03 - Amador,1/21/2014,In Construction,$1593315.00,7,
03 - Amador,1/21/2014,In Closure,$244780.00,2,
04 - Butte,1/21/2014,In Review,$8966555.00,10,
04 - Butte,1/21/2014,Pending Construction,$2538269.00,9,
04 - Butte,1/21/2014,In Construction,$90887531.00,17,
04 - Butte,1/21/2014,In Closure,$1086911.00,8,
05 - Calaveras,1/21/2014,In Review,$85000.00,1,
05 - Calaveras,1/21/2014,Pending Construction,$96500.00,3,
05 - Calaveras,1/21/2014,In Construction,$0.00,0,
05 - Calaveras,1/21/2014,In Closure,$0.00,0,
06 - Colusa,1/21/2014,In Review,$55472.00,2,
06 - Colusa,1/21/2014,Pending Construction,$25000.00,1,
06 - Colusa,1/21/2014,In Construction,$1951.00,1,
06 - Colusa,1/21/2014,In Closure,$0.00,0,
07 - Contra Costa,1/21/2014,In Review,$18992644.00,30,Bay Area Counties
07 - Contra Costa,1/21/2014,Pending Construction,$21805440.00,47,Bay Area Counties
07 - Contra Costa,1/21/2014,In Construction,$41157817.00,57,Bay Area Counties
07 - Contra Costa,1/21/2014,In Closure,$12367152.00,19,Bay Area Counties
08 - Del Norte,1/21/2014,In Review,$0.00,0,
08 - Del Norte,1/21/2014,Pending Construction,$0.00,0,
08 - Del Norte,1/21/2014,In Construction,$6462001.00,3,
08 - Del Norte,1/21/2014,In Closure,$301430.00,2,
09 - El Dorado,1/21/2014,In Review,$11410240.00,6,Greater Sacramento Counties
09 - El Dorado,1/21/2014,Pending Construction,$12500.00,1,Greater Sacramento Counties
09 - El Dorado,1/21/2014,In Construction,$11773539.00,6,Greater Sacramento Counties
09 - El Dorado,1/21/2014,In Closure,$24129130.00,4,Greater Sacramento Counties
10 - Fresno,1/21/2014,In Review,$30532177.00,37,
10 - Fresno,1/21/2014,Pending Construction,$24226430.00,37,
10 - Fresno,1/21/2014,In Construction,$234765854.00,77,
10 - Fresno,1/21/2014,In Closure,$14334488.00,61,
11 - Glenn,1/21/2014,In Review,$12962075.00,2,
11 - Glenn,1/21/2014,Pending Construction,$0.00,0,
11 - Glenn,1/21/2014,In Construction,$224685.00,1,
11 - Glenn,1/21/2014,In Closure,$10000.00,1,
12 - Humboldt,1/21/2014,In Review,$8680000.00,10,
12 - Humboldt,1/21/2014,Pending Construction,$1390000.00,4,
12 - Humboldt,1/21/2014,In Construction,$88022643.00,12,
12 - Humboldt,1/21/2014,In Closure,$1286154.00,9,
13 - Imperial,1/21/2014,In Review,$25535000.00,3,
13 - Imperial,1/21/2014,Pending Construction,$1318563.00,4,
13 - Imperial,1/21/2014,In Construction,$108000.00,2,
13 - Imperial,1/21/2014,In Closure,$538711.00,3,
14 - Inyo,1/21/2014,In Review,$0.00,0,
14 - Inyo,1/21/2014,Pending Construction,$39903.00,2,
14 - Inyo,1/21/2014,In Construction,$9300.00,2,
14 - Inyo,1/21/2014,In Closure,$49769716.00,3,
15 - Kern,1/21/2014,In Review,$6966221.00,26,
15 - Kern,1/21/2014,Pending Construction,$1241709.00,14,
15 - Kern,1/21/2014,In Construction,$73707268.00,37,
15 - Kern,1/21/2014,In Closure,$16089096.00,21,
16 - Kings,1/21/2014,In Review,$425000.00,5,
16 - Kings,1/21/2014,Pending Construction,$28285000.00,8,
16 - Kings,1/21/2014,In Construction,$318722.00,6,
16 - Kings,1/21/2014,In Closure,$436436.00,5,
17 - Lake,1/21/2014,In Review,$1871000.00,5,
17 - Lake,1/21/2014,Pending Construction,$4500.00,1,
17 - Lake,1/21/2014,In Construction,$5747340.00,14,
17 - Lake,1/21/2014,In Closure,$186441.00,6,
18 - Lassen,1/21/2014,In Review,$935870.00,2,
18 - Lassen,1/21/2014,Pending Construction,$145120.00,1,
18 - Lassen,1/21/2014,In Construction,$1165643.00,9,
18 - Lassen,1/21/2014,In Closure,$0.00,0,
19 - Los Angeles,1/21/2014,In Review,$528731129.00,472,Greater Los Angeles Counties
19 - Los Angeles,1/21/2014,Pending Construction,$256999428.00,514,Greater Los Angeles Counties
19 - Los Angeles,1/21/2014,In Construction,$2147082218.00,842,Greater Los Angeles Counties
19 - Los Angeles,1/21/2014,In Closure,$690348069.00,750,Greater Los Angeles Counties
20 - Madera,1/21/2014,In Review,$14000.00,1,
20 - Madera,1/21/2014,Pending Construction,$695954.00,1,
20 - Madera,1/21/2014,In Construction,$5355573.00,21,
20 - Madera,1/21/2014,In Closure,$14884642.00,10,
21 - Marin,1/21/2014,In Review,$8650358.00,15,Bay Area Counties
21 - Marin,1/21/2014,Pending Construction,$559215.00,7,Bay Area Counties
21 - Marin,1/21/2014,In Construction,$24288387.00,21,Bay Area Counties
21 - Marin,1/21/2014,In Closure,$5009184.00,12,Bay Area Counties
22 - Mariposa,1/21/2014,In Review,$0.00,0,
22 - Mariposa,1/21/2014,Pending Construction,$0.00,0,
22 - Mariposa,1/21/2014,In Construction,$0.00,0,
22 - Mariposa,1/21/2014,In Closure,$0.00,0,
23 - Mendocino,1/21/2014,In Review,$17055175.00,12,
23 - Mendocino,1/21/2014,Pending Construction,$1062000.00,5,
23 - Mendocino,1/21/2014,In Construction,$1529332.00,11,
23 - Mendocino,1/21/2014,In Closure,$39190905.00,9,
24 - Merced,1/21/2014,In Review,$280600.00,5,
24 - Merced,1/21/2014,Pending Construction,$254075.00,5,
24 - Merced,1/21/2014,In Construction,$12965854.00,4,
24 - Merced,1/21/2014,In Closure,$257536.00,4,
25 - Modoc,1/21/2014,In Review,$0.00,0,
25 - Modoc,1/21/2014,Pending Construction,$12500.00,1,
25 - Modoc,1/21/2014,In Construction,$0.00,0,
25 - Modoc,1/21/2014,In Closure,$0.00,0,
26 - Mono,1/21/2014,In Review,$190794.00,2,
26 - Mono,1/21/2014,Pending Construction,$0.00,0,
26 - Mono,1/21/2014,In Construction,$22398.00,4,
26 - Mono,1/21/2014,In Closure,$0.00,0,
27 - Monterey,1/21/2014,In Review,$1996990.00,10,
27 - Monterey,1/21/2014,Pending Construction,$1259876.00,7,
27 - Monterey,1/21/2014,In Construction,$39814945.00,19,
27 - Monterey,1/21/2014,In Closure,$2221492.00,13,
28 - Napa,1/21/2014,In Review,$1368950.00,5,Bay Area Counties
28 - Napa,1/21/2014,Pending Construction,$687314.00,6,Bay Area Counties
28 - Napa,1/21/2014,In Construction,$34228612.00,12,Bay Area Counties
28 - Napa,1/21/2014,In Closure,$49625166.00,21,Bay Area Counties
29 - Nevada,1/21/2014,In Review,$15361431.00,6,
29 - Nevada,1/21/2014,Pending Construction,$3935181.00,5,
29 - Nevada,1/21/2014,In Construction,$30555494.00,21,
29 - Nevada,1/21/2014,In Closure,$0.00,0,
30 - Orange,1/21/2014,In Review,$47275160.00,91,Greater Los Angeles Counties
30 - Orange,1/21/2014,Pending Construction,$22348731.00,57,Greater Los Angeles Counties
30 - Orange,1/21/2014,In Construction,$212813691.00,140,Greater Los Angeles Counties
30 - Orange,1/21/2014,In Closure,$342240825.00,234,Greater Los Angeles Counties
31 - Placer,1/21/2014,In Review,$12207929.00,15,Greater Sacramento Counties
31 - Placer,1/21/2014,Pending Construction,$966000.00,8,Greater Sacramento Counties
31 - Placer,1/21/2014,In Construction,$16778799.00,16,Greater Sacramento Counties
31 - Placer,1/21/2014,In Closure,$123056649.00,15,Greater Sacramento Counties
32 - Plumas,1/21/2014,In Review,$40000.00,1,
32 - Plumas,1/21/2014,Pending Construction,$83000.00,2,
32 - Plumas,1/21/2014,In Construction,$85900.00,2,
32 - Plumas,1/21/2014,In Closure,$0.00,0,
33 - Riverside,1/21/2014,In Review,$264441599.00,64,
33 - Riverside,1/21/2014,Pending Construction,$140721663.00,70,
33 - Riverside,1/21/2014,In Construction,$147969296.00,122,
33 - Riverside,1/21/2014,In Closure,$48142097.00,116,
34 - Sacramento,1/21/2014,In Review,$57007764.00,44,Greater Sacramento Counties
34 - Sacramento,1/21/2014,Pending Construction,$92702006.00,35,Greater Sacramento Counties
34 - Sacramento,1/21/2014,In Construction,$265174210.00,125,Greater Sacramento Counties
34 - Sacramento,1/21/2014,In Closure,$112061045.00,54,Greater Sacramento Counties
35 - San Benito,1/21/2014,In Review,$164000.00,1,
35 - San Benito,1/21/2014,Pending Construction,$0.00,0,
35 - San Benito,1/21/2014,In Construction,$14231955.00,4,
35 - San Benito,1/21/2014,In Closure,$252000.00,2,
36 - San Bernardino,1/21/2014,In Review,$82276465.00,50,
36 - San Bernardino,1/21/2014,Pending Construction,$133084251.00,55,
36 - San Bernardino,1/21/2014,In Construction,$206500910.00,115,
36 - San Bernardino,1/21/2014,In Closure,$14384566.00,74,
37 - San Diego,1/21/2014,In Review,$328682627.00,118,
37 - San Diego,1/21/2014,Pending Construction,$240194548.00,119,
37 - San Diego,1/21/2014,In Construction,$815634786.00,218,
37 - San Diego,1/21/2014,In Closure,$423811443.00,249,
38 - San Francisco,1/21/2014,In Review,$1248450580.00,67,Bay Area Counties
38 - San Francisco,1/21/2014,Pending Construction,$358283439.00,67,Bay Area Counties
38 - San Francisco,1/21/2014,In Construction,$1171463332.00,117,Bay Area Counties
38 - San Francisco,1/21/2014,In Closure,$446823411.00,100,Bay Area Counties
39 - San Joaquin,1/21/2014,In Review,$4179310.00,21,
39 - San Joaquin,1/21/2014,Pending Construction,$91852968.00,33,
39 - San Joaquin,1/21/2014,In Construction,$23523437.00,46,
39 - San Joaquin,1/21/2014,In Closure,$19825908.00,20,
40 - San Luis Obispo,1/21/2014,In Review,$3036415.00,14,
40 - San Luis Obispo,1/21/2014,Pending Construction,$332000.00,8,
40 - San Luis Obispo,1/21/2014,In Construction,$6654961.00,19,
40 - San Luis Obispo,1/21/2014,In Closure,$9176653.00,27,
41 - San Mateo,1/21/2014,In Review,$73443113.00,27,Bay Area Counties
41 - San Mateo,1/21/2014,Pending Construction,$35567745.00,21,Bay Area Counties
41 - San Mateo,1/21/2014,In Construction,$335397889.00,70,Bay Area Counties
41 - San Mateo,1/21/2014,In Closure,$84850069.00,45,Bay Area Counties
42 - Santa Barbara,1/21/2014,In Review,$9417072.00,14,
42 - Santa Barbara,1/21/2014,Pending Construction,$77557444.00,20,
42 - Santa Barbara,1/21/2014,In Construction,$301740147.00,43,
42 - Santa Barbara,1/21/2014,In Closure,$95240313.00,23,
43 - Santa Clara,1/21/2014,In Review,$724898676.00,87,Bay Area Counties
43 - Santa Clara,1/21/2014,Pending Construction,$20018004.00,59,Bay Area Counties
43 - Santa Clara,1/21/2014,In Construction,$965059526.00,142,Bay Area Counties
43 - Santa Clara,1/21/2014,In Closure,$90211960.00,133,Bay Area Counties
44 - Santa Cruz,1/21/2014,In Review,$11550229.00,9,
44 - Santa Cruz,1/21/2014,Pending Construction,$194742.00,3,
44 - Santa Cruz,1/21/2014,In Construction,$3466433.00,20,
44 - Santa Cruz,1/21/2014,In Closure,$8376385.00,14,
45 - Shasta,1/21/2014,In Review,$23244445.00,11,
45 - Shasta,1/21/2014,Pending Construction,$2088187.00,18,
45 - Shasta,1/21/2014,In Construction,$6641608.00,20,
45 - Shasta,1/21/2014,In Closure,$9052127.00,6,
46 - Sierra,1/21/2014,In Review,$0.00,0,
46 - Sierra,1/21/2014,Pending Construction,$0.00,0,
46 - Sierra,1/21/2014,In Construction,$0.00,0,
46 - Sierra,1/21/2014,In Closure,$0.00,0,
47 - Siskiyou,1/21/2014,In Review,$10000.00,1,
47 - Siskiyou,1/21/2014,Pending Construction,$726700.00,3,
47 - Siskiyou,1/21/2014,In Construction,$1090562.00,7,
47 - Siskiyou,1/21/2014,In Closure,$60000.00,2,
48 - Solano,1/21/2014,In Review,$63694161.00,14,Bay Area Counties
48 - Solano,1/21/2014,Pending Construction,$11740763.00,12,Bay Area Counties
48 - Solano,1/21/2014,In Construction,$40738669.00,21,Bay Area Counties
48 - Solano,1/21/2014,In Closure,$34089446.00,26,Bay Area Counties
